,direccion_x,barrio,metraje,$_m2,latitude,longitude
311,"Directorio, Avda. 400",Caballito,42.0,1916.66666667,-34.627798,-58.4323217
312,"Directorio, Avda. 400",Caballito,38.0,2065.78947368,-34.627798,-58.4323217
313,"Directorio, Avda. 400",Caballito,37.0,2040.54054054,-34.627798,-58.4323217
314,"Directorio, Avda. 400",Caballito,38.0,2092.10526316,-34.627798,-58.4323217
315,"Directorio, Avda. 400",Caballito,42.0,2083.33333333,-34.627798,-58.4323217
316,"Directorio, Avda. 400",Caballito,38.0,1868.42105263,-34.627798,-58.4323217
317,"Directorio, Avda. 400",Caballito,42.0,1964.28571429,-34.627798,-58.4323217
318,"Directorio, Avda. 400",Caballito,42.0,1821.42857143,-34.627798,-58.4323217
319,"Directorio, Avda. 400",Caballito,38.0,2013.15789474,-34.627798,-58.4323217
320,"Directorio, Avda. 400",Caballito,42.0,2059.52380952,-34.627798,-58.4323217
321,"Directorio, Avda. 400",Caballito,37.0,2094.59459459,-34.627798,-58.4323217
322,"Directorio, Avda. 400",Caballito,38.0,1934.21052632,-34.627798,-58.4323217
323,"Directorio, Avda. 400",Caballito,42.0,2154.76190476,-34.627798,-58.4323217
324,"Directorio, Avda. 400",Caballito,38.0,2197.36842105,-34.627798,-58.4323217
325,"Directorio, Avda. 400",Caballito,42.0,2011.9047619,-34.627798,-58.4323217
326,Chile 2000,San Cristobal,60.0,13908.0333333,-23.5499999,-69.5499999
327,Chile 2000,San Cristobal,39.0,17948.7179487,-23.5499999,-69.5499999
328,Chacabuco 900,San Telmo,55.0,1636.36363636,-34.618477500000004,-58.375779200000004
329,Chacabuco 900,San Telmo,37.0,2054.05405405,-34.618477500000004,-58.375779200000004
330,Chacabuco 900,San Telmo,53.0,2358.49056604,-34.618477500000004,-58.375779200000004
331,Chacabuco 900,San Telmo,43.0,2093.02325581,-34.618477500000004,-58.375779200000004
332,Chacabuco 900,San Telmo,43.0,1744.18604651,-34.618477500000004,-58.375779200000004
333,Chacabuco 900,San Telmo,37.0,2621.62162162,-34.618477500000004,-58.375779200000004
334,Chacabuco 900,San Telmo,37.0,2567.56756757,-34.618477500000004,-58.375779200000004
335,Chacabuco 900,San Telmo,53.0,2264.1509434,-34.618477500000004,-58.375779200000004
336,Chacabuco 900,San Telmo,50.0,2140.0,-34.618477500000004,-58.375779200000004
337,Chacabuco 900,San Telmo,48.0,1979.16666667,-34.618477500000004,-58.375779200000004
338,Chacabuco 900,San Telmo,40.0,1950.0,-34.618477500000004,-58.375779200000004
339,Chacabuco 900,San Telmo,55.0,2000.0,-34.618477500000004,-58.375779200000004
340,Chacabuco 900,San Telmo,42.0,1952.38095238,-34.618477500000004,-58.375779200000004
341,Chacabuco 900,San Telmo,37.0,2297.2972973,-34.618477500000004,-58.375779200000004
342,Chacabuco 900,San Telmo,53.0,1849.05660377,-34.618477500000004,-58.375779200000004
343,Chacabuco 900,San Telmo,42.0,1904.76190476,-34.618477500000004,-58.375779200000004
344,Chacabuco 900,San Telmo,40.0,1825.0,-34.618477500000004,-58.375779200000004
345,Chacabuco 900,San Telmo,43.0,1976.74418605,-34.618477500000004,-58.375779200000004
346,Chacabuco 900,San Telmo,53.0,2037.73584906,-34.618477500000004,-58.375779200000004
347,Chacabuco 900,San Telmo,55.0,2090.90909091,-34.618477500000004,-58.375779200000004
348,Chacabuco 900,San Telmo,42.0,2095.23809524,-34.618477500000004,-58.375779200000004
349,Chacabuco 900,San Telmo,37.0,2027.02702703,-34.618477500000004,-58.375779200000004
350,Guardia Vieja 3700,Almagro,42.0,2013.76190476,-34.601585899999996,-58.4162409
351,Guardia Vieja 3700,Almagro,39.0,2076.46153846,-34.601585899999996,-58.4162409
352,Guardia Vieja 3700,Almagro,43.0,2117.62790698,-34.601585899999996,-58.4162409
353,Guardia Vieja 3700,Almagro,44.0,2024.5,-34.601585899999996,-58.4162409
354,Guardia Vieja 3700,Almagro,41.0,1634.14634146,-34.601585899999996,-58.4162409
355,Guardia Vieja 3700,Almagro,27.0,2407.40740741,-34.601585899999996,-58.4162409
356,Guardia Vieja 3700,Almagro,43.0,1943.6744186,-34.601585899999996,-58.4162409
357,Guardia Vieja 3700,Almagro,39.0,2076.92307692,-34.601585899999996,-58.4162409
358,Guardia Vieja 3700,Almagro,22.0,2954.54545455,-34.601585899999996,-58.4162409
359,"Medina, Anacleto 0",Villa Luro,78.0,1166.66666667,-34.6389789,-58.500114999999994
360,"Medina, Anacleto 0",Villa Luro,77.0,1103.8961039,-34.6389789,-58.500114999999994
361,"Medina, Anacleto 0",Villa Luro,60.0,1450.0,-34.6389789,-58.500114999999994
362,"Medina, Anacleto 0",Villa Luro,60.0,1466.66666667,-34.6389789,-58.500114999999994
363,Av. Eva Peron 1300,Parque Chacabuco,80.0,2075.0,-34.6319659,-58.443261899999996
364,Av. Eva Peron 1300,Parque Chacabuco,80.0,2250.0,-34.6319659,-58.443261899999996
365,Combate De Los Pozos 1000,Monserrat,45.0,1900.0,-34.620269799999996,-58.39319279999999
366,Melincue 2500,Villa del Parque,40.0,2125.0,-34.597972600000006,-58.485639299999995
367,Melincue 2500,Villa del Parque,42.0,24629.7380952,-34.597972600000006,-58.485639299999995
368,Melincue 2500,Villa del Parque,1.0,85000.0,-34.597972600000006,-58.485639299999995
369,Venezuela 3500,Almagro,33.0,2127.27272727,-26.3853528,-70.04824479999999
370,Venezuela 3500,Almagro,54.0,1338.88888889,-26.3853528,-70.04824479999999
371,Venezuela 3500,Almagro,67.0,1361.19402985,-26.3853528,-70.04824479999999
372,Venezuela 3500,Almagro,34.0,1929.41176471,-26.3853528,-70.04824479999999
373,Avenida Estado De Israel 4600,Almagro,35.0,2085.71428571,-34.599696200000004,-58.4300165
374,Avenida Estado De Israel 4600,Almagro,45.0,2222.2,-34.599696200000004,-58.4300165
375,Avenida Estado De Israel 4600,Almagro,38.0,1999.97368421,-34.599696200000004,-58.4300165
376,Avenida Estado De Israel 4600,Almagro,37.0,2297.2972973,-34.599696200000004,-58.4300165
377,Avenida Estado De Israel 4600,Almagro,57.0,2096.49122807,-34.599696200000004,-58.4300165
378,Soler 3300,Recoleta,22.0,2727.27272727,-34.5952217,-58.4129534
379,Soler 3300,Recoleta,35.0,2800.0,-34.5952217,-58.4129534
380,Soler 3300,Recoleta,36.0,2750.0,-34.5952217,-58.4129534
381,Soler 3300,Recoleta,36.0,2777.77777778,-34.5952217,-58.4129534
382,Soler 3300,Recoleta,23.0,2695.65217391,-34.5952217,-58.4129534
383,Soler 3300,Recoleta,37.0,2648.64864865,-34.5952217,-58.4129534
384,Av. Independencia 4100,Boedo,70.0,2500.0,-34.621530799999995,-58.42371510000001
385,Otamendi 200,Caballito,50.0,2360.0,-34.6147089,-58.432322899999996
386,Otamendi 200,Caballito,75.0,2533.33333333,-34.6147089,-58.432322899999996
387,Estados Unidos 3000,Boedo,38.0,2065.78947368,-34.6230208,-58.4220358
388,Estados Unidos 3000,Boedo,59.0,1779.66101695,-34.6230208,-58.4220358
389,Estados Unidos 3000,Boedo,110.0,1200.0,-34.6230208,-58.4220358
390,Estados Unidos 3000,Boedo,41.0,1804.87804878,-34.6230208,-58.4220358
391,Franklin Roosevelt 3100,Belgrano,55.0,38037.5636364,-34.561337200000004,-58.4669678
392,Franklin Roosevelt 3100,Belgrano,39.0,34400.2051282,-34.561337200000004,-58.4669678
393,Franklin Roosevelt 3100,Belgrano,130.0,48194.0615385,-34.561337200000004,-58.4669678
394,Deheza 3000,Saavedra,135.0,27713.9259259,-32.7596166,-63.788567099999995
395,Deheza 3000,Saavedra,119.0,30574.3781513,-32.7596166,-63.788567099999995
396,Avenida Del Libertador 5700,Belgrano,62.0,36665.9516129,-34.5597539,-58.44531679999999
397,Avenida Del Libertador 5700,Belgrano,54.0,43421.2962963,-34.5597539,-58.44531679999999
398,Avenida Del Libertador 5700,Belgrano,58.0,37617.9137931,-34.5597539,-58.44531679999999
399,Avenida Del Libertador 5700,Belgrano,185.0,2567.56756757,-34.5597539,-58.44531679999999
400,Avenida Del Libertador 5700,Belgrano,37.0,2787.16216216,-34.5597539,-58.44531679999999
401,Avenida Del Libertador 5700,Belgrano,58.0,2793.10344828,-34.5597539,-58.44531679999999
402,Avenida Del Libertador 5700,Belgrano,62.0,42259.2741935,-34.5597539,-58.44531679999999
403,Avenida Del Libertador 5700,Belgrano,197.0,57059.7411168,-34.5597539,-58.44531679999999
404,Avenida Del Libertador 5700,Belgrano,51.0,45043.0980392,-34.5597539,-58.44531679999999
405,Avenida Del Libertador 5700,Belgrano,58.0,46679.5172414,-34.5597539,-58.44531679999999
406,Avenida Del Libertador 5700,Belgrano,57.0,3649.12280702,-34.5597539,-58.44531679999999
407,Avenida Del Libertador 5700,Belgrano,56.0,3026.78571429,-34.5597539,-58.44531679999999
408,Avenida Del Libertador 5700,Belgrano,59.0,2796.61016949,-34.5597539,-58.44531679999999
409,Avenida Del Libertador 5700,Belgrano,59.0,3135.59322034,-34.5597539,-58.44531679999999
410,Avenida Del Libertador 5700,Belgrano,55.0,3418.18181818,-34.5597539,-58.44531679999999
411,Avenida Del Libertador 5700,Belgrano,45.0,3444.44444444,-34.5597539,-58.44531679999999
412,Avenida Del Libertador 5700,Belgrano,59.0,2457.62711864,-34.5597539,-58.44531679999999
413,Avenida Del Libertador 5700,Belgrano,62.0,2822.58064516,-34.5597539,-58.44531679999999
414,Avenida Del Libertador 5700,Belgrano,28.0,4285.71428571,-34.5597539,-58.44531679999999
415,Avenida Del Libertador 5700,Belgrano,57.0,3157.89473684,-34.5597539,-58.44531679999999
416,Avenida Del Libertador 5700,Belgrano,59.0,3220.33898305,-34.5597539,-58.44531679999999
417,Avenida Del Libertador 5700,Belgrano,59.0,3559.3220339,-34.5597539,-58.44531679999999
418,Guatemala 5700,Palermo Hollywood,84.0,2135.70238095,26.0112014,-80.1494901
419,Guatemala 5700,Palermo Hollywood,69.0,2310.46376812,26.0112014,-80.1494901
420,Guatemala 5700,Palermo Hollywood,68.0,2878.83823529,26.0112014,-80.1494901
421,Jeronimo Salguero 2600,Palermo,60.0,3450.0,-34.58110070000001,-58.4097933
422,Jeronimo Salguero 2600,Palermo,145.0,3172.4137931,-34.58110070000001,-58.4097933
423,Jeronimo Salguero 2600,Palermo,145.0,3103.44827586,-34.58110070000001,-58.4097933
424,Paraguay 3900,Palermo,39.0,2406.64102564,-25.374867300000002,-57.6026856
425,Paraguay 3900,Palermo,66.0,2226.66666667,-25.374867300000002,-57.6026856
426,Paraguay 3900,Palermo,102.0,1568.62745098,-25.374867300000002,-57.6026856
427,Manuela Pedraza 3300,Coghlan,71.0,27660.1971831,-34.555895899999996,-58.4738269
428,Avenida Cervino 3500,Palermo,190.0,3866.21052632,-34.5754678,-58.422362899999996
429,Avenida Cervino 3500,Palermo,196.0,3850.0,-34.5754678,-58.422362899999996
430,Avenida Cervino 3500,Palermo,88.0,3912.40909091,-34.5754678,-58.422362899999996
431,Avenida Cervino 3500,Palermo,96.0,3925.59375,-34.5754678,-58.422362899999996
432,Camargo 700,Villa Crespo,57.0,2368.42105263,-34.599137899999995,-58.4417419
433,Camargo 700,Villa Crespo,78.0,1871.79487179,-34.599137899999995,-58.4417419
434,Camargo 700,Villa Crespo,81.0,2654.32098765,-34.599137899999995,-58.4417419
435,Camargo 700,Villa Crespo,56.0,2392.85714286,-34.599137899999995,-58.4417419
436,Camargo 700,Villa Crespo,43.0,2093.02325581,-34.599137899999995,-58.4417419
437,Camargo 700,Villa Crespo,28.0,2139.28571429,-34.599137899999995,-58.4417419
438,Camargo 700,Villa Crespo,56.0,1910.71428571,-34.599137899999995,-58.4417419
439,Camargo 700,Villa Crespo,41.0,2243.90243902,-34.599137899999995,-58.4417419
440,Camargo 700,Villa Crespo,28.0,2214.28571429,-34.599137899999995,-58.4417419
441,Av Monroe 4200,Belgrano,65.0,2414.76923077,-34.5656216,-58.47147370000001
442,Av Monroe 4200,Belgrano,63.0,2481.11111111,-34.5656216,-58.47147370000001
443,Av Monroe 4200,Belgrano,60.0,2470.33333333,-34.5656216,-58.47147370000001
444,Av Monroe 4200,Belgrano,43.0,2500.0,-34.5656216,-58.47147370000001
445,Vuelta De Obligado 2400,Belgrano,36.0,2285.11111111,-34.558846100000004,-58.4580659
446,Vuelta De Obligado 2400,Belgrano,35.0,2521.37142857,-34.558846100000004,-58.4580659
447,Vuelta De Obligado 2400,Belgrano,36.0,2392.11111111,-34.558846100000004,-58.4580659
448,Vuelta De Obligado 2400,Belgrano,36.0,2452.72222222,-34.558846100000004,-58.4580659
449,Vuelta De Obligado 2400,Belgrano,35.0,2085.71428571,-34.558846100000004,-58.4580659
450,Vuelta De Obligado 2400,Belgrano,34.0,2914.70588235,-34.558846100000004,-58.4580659
451,Donado 4400,Saavedra,32.0,25287.5,-34.552231899999995,-58.490784899999994
452,Donado 4400,Saavedra,70.0,21904.2857143,-34.552231899999995,-58.490784899999994
453,Donado 4400,Saavedra,47.0,1478.72340426,-34.552231899999995,-58.490784899999994
454,Donado 4400,Saavedra,62.0,24725.8064516,-34.552231899999995,-58.490784899999994
455,Donado 4400,Saavedra,62.0,1630.88709677,-34.552231899999995,-58.490784899999994
456,Donado 4400,Saavedra,33.0,2050.0,-34.552231899999995,-58.490784899999994
457,Donado 4400,Saavedra,33.0,27675.0,-34.552231899999995,-58.490784899999994
458,Donado 4400,Saavedra,145.0,1000.0,-34.552231899999995,-58.490784899999994
459,Donado 4400,Saavedra,25.0,32368.0,-34.552231899999995,-58.490784899999994
460,Donado 4400,Saavedra,53.0,39076.1320755,-34.552231899999995,-58.490784899999994
461,Donado 4400,Saavedra,84.0,24560.7142857,-34.552231899999995,-58.490784899999994
462,Donado 4400,Saavedra,53.0,28930.1886792,-34.552231899999995,-58.490784899999994
463,Donado 4400,Saavedra,34.0,31178.0,-34.552231899999995,-58.490784899999994
464,Donado 4400,Saavedra,34.0,29667.6470588,-34.552231899999995,-58.490784899999994
465,Donado 4400,Saavedra,71.0,27962.8169014,-34.552231899999995,-58.490784899999994
466,Avenida Melian 2500,Belgrano,40.0,1621.0,-34.5694347,-58.46682320000001
467,Avenida Melian 2500,Belgrano,43.0,1651.1627907,-34.5694347,-58.46682320000001
468,Avenida Melian 2500,Belgrano,38.0,1681.57894737,-34.5694347,-58.46682320000001
469,Avenida Melian 2500,Belgrano,50.0,1661.0,-34.5694347,-58.46682320000001
470,Curapaligue 100,Caballito,67.0,1597.01492537,-34.6267648,-58.45339069999999
471,Curapaligue 100,Caballito,67.0,1597.01492537,-34.6267648,-58.45339069999999
472,Curapaligue 100,Caballito,34.0,641.176470588,-34.6267648,-58.45339069999999
473,Curapaligue 100,Caballito,34.0,641.176470588,-34.6267648,-58.45339069999999
474,Curapaligue 100,Caballito,48.0,656.25,-34.6267648,-58.45339069999999
475,Curapaligue 100,Caballito,48.0,656.25,-34.6267648,-58.45339069999999
476,Curapaligue 100,Caballito,82.0,634.146341463,-34.6267648,-58.45339069999999
477,Curapaligue 100,Caballito,82.0,634.146341463,-34.6267648,-58.45339069999999
478,Curapaligue 100,Caballito,114.0,1184.21052632,-34.6267648,-58.45339069999999
479,Curapaligue 100,Caballito,114.0,1184.21052632,-34.6267648,-58.45339069999999
480,Curapaligue 100,Caballito,118.0,2847.45762712,-34.6267648,-58.45339069999999
481,Curapaligue 100,Caballito,118.0,2847.45762712,-34.6267648,-58.45339069999999
482,Curapaligue 100,Caballito,54.0,2592.59259259,-34.6267648,-58.45339069999999
483,Curapaligue 100,Caballito,54.0,2592.59259259,-34.6267648,-58.45339069999999
484,Curapaligue 100,Caballito,59.0,1322.03389831,-34.6267648,-58.45339069999999
485,Curapaligue 100,Caballito,59.0,1322.03389831,-34.6267648,-58.45339069999999
486,Pedro Echague 1700,Parque Patricios,28.0,1567.85714286,-34.637701,-58.400216500000006
487,Pedro Echague 1700,Parque Patricios,52.0,1230.76923077,-34.637701,-58.400216500000006
488,Pedro Echague 1700,Parque Patricios,50.0,1278.0,-34.637701,-58.400216500000006
489,Pedro Echague 1700,Parque Patricios,28.0,1535.71428571,-34.637701,-58.400216500000006
490,Pedro Echague 1700,Parque Patricios,52.0,1228.84615385,-34.637701,-58.400216500000006
491,Arias 3100,Saavedra,30.0,27188.3333333,-34.5446169,-58.4799039
492,Arias 3100,Saavedra,38.0,42928.9473684,-34.5446169,-58.4799039
493,Arias 3100,Saavedra,38.0,30440.5263158,-34.5446169,-58.4799039
494,Arias 3100,Saavedra,51.0,27624.5098039,-34.5446169,-58.4799039
495,Arias 3100,Saavedra,26.0,2115.38461538,-34.5446169,-58.4799039
496,Arias 3100,Saavedra,34.0,1911.76470588,-34.5446169,-58.4799039
497,Arias 3100,Saavedra,59.0,1966.59322034,-34.5446169,-58.4799039
498,Arias 3100,Saavedra,41.0,2024.3902439,-34.5446169,-58.4799039
499,Arias 3100,Saavedra,29.0,1896.55172414,-34.5446169,-58.4799039
500,Arias 3100,Saavedra,30.0,1933.33333333,-34.5446169,-58.4799039
501,Arias 3100,Saavedra,50.0,26352.0,-34.5446169,-58.4799039
502,Arias 3100,Saavedra,38.0,30052.6315789,-34.5446169,-58.4799039
503,Arias 3100,Saavedra,30.0,28306.6666667,-34.5446169,-58.4799039
504,Arias 3100,Saavedra,50.0,1800.0,-34.5446169,-58.4799039
505,Arias 3100,Saavedra,38.0,2052.63157895,-34.5446169,-58.4799039
506,Castro 1100,Boedo,50.0,39752.0,-34.6259189,-58.4201279
507,Castro 1100,Boedo,45.0,32837.7777778,-34.6259189,-58.4201279
508,Castro 1100,Boedo,84.0,37398.8095238,-34.6259189,-58.4201279
509,Castro 1100,Boedo,32.0,44837.5,-34.6259189,-58.4201279
510,Castro 1100,Boedo,68.0,31079.4117647,-34.6259189,-58.4201279
511,Castro 1100,Boedo,50.0,39260.0,-34.6259189,-58.4201279
512,Castro 1100,Boedo,68.0,30691.1764706,-34.6259189,-58.4201279
513,Castro 1100,Boedo,44.0,33659.0909091,-34.6259189,-58.4201279
514,Castro 1100,Boedo,46.0,32804.3478261,-34.6259189,-58.4201279
515,Castro 1100,Boedo,49.0,56357.1428571,-34.6259189,-58.4201279
516,Castro 1100,Boedo,69.0,30246.3768116,-34.6259189,-58.4201279
517,Castro 1100,Boedo,50.0,35992.0,-34.6259189,-58.4201279
518,Castro 1100,Boedo,69.0,26926.0869565,-34.6259189,-58.4201279
519,Castro 1100,Boedo,43.0,34441.8604651,-34.6259189,-58.4201279
520,Castro 1100,Boedo,84.0,36940.4761905,-34.6259189,-58.4201279
521,Castro 1100,Boedo,25.0,41656.0,-34.6259189,-58.4201279
522,Castro 1100,Boedo,62.0,31661.2903226,-34.6259189,-58.4201279
523,Castro 1100,Boedo,35.0,1828.57142857,-34.6259189,-58.4201279
524,Castro 1100,Boedo,69.0,26956.5217391,-34.6259189,-58.4201279
525,Castro 1100,Boedo,55.0,1545.45454545,-34.6259189,-58.4201279
526,Castro 1100,Boedo,32.0,46281.25,-34.6259189,-58.4201279
527,Castro 1100,Boedo,25.0,36480.0,-34.6259189,-58.4201279
528,Castro 1100,Boedo,25.0,33432.0,-34.6259189,-58.4201279
529,Castro 1100,Boedo,25.0,32460.0,-34.6259189,-58.4201279
530,Castro 1100,Boedo,43.0,30646.5116279,-34.6259189,-58.4201279
531,Castro 1100,Boedo,68.0,28622.0588235,-34.6259189,-58.4201279
532,Castro 1100,Boedo,45.0,42524.4444444,-34.6259189,-58.4201279
533,Castro 1100,Boedo,32.0,28500.0,-34.6259189,-58.4201279
534,Castro 1100,Boedo,58.0,49039.6551724,-34.6259189,-58.4201279
535,Castro 1100,Boedo,50.0,34944.0,-34.6259189,-58.4201279
536,Castro 1100,Boedo,46.0,28802.173913,-34.6259189,-58.4201279
537,Castro 1100,Boedo,85.0,32488.2352941,-34.6259189,-58.4201279
538,Castro 1100,Boedo,44.0,29950.0,-34.6259189,-58.4201279
539,Castro 1100,Boedo,92.0,20194.5652174,-34.6259189,-58.4201279
540,Castro 1100,Boedo,50.0,27600.0,-34.6259189,-58.4201279
541,Castro 1100,Boedo,44.0,31375.0,-34.6259189,-58.4201279
542,Castro 1100,Boedo,40.0,31545.0,-34.6259189,-58.4201279
543,Castro 1100,Boedo,85.0,36505.8823529,-34.6259189,-58.4201279
544,Castro 1100,Boedo,1.0,582800.0,-34.6259189,-58.4201279
545,Castro 1100,Boedo,84.0,32875.0,-34.6259189,-58.4201279
546,Castro 1100,Boedo,68.0,27322.0588235,-34.6259189,-58.4201279
547,Humahuaca 3800,Almagro,52.0,1783.07692308,-34.6023559,-58.417761899999995
548,Humahuaca 3800,Almagro,39.0,1897.43589744,-34.6023559,-58.417761899999995
549,Humahuaca 3800,Almagro,98.0,1894.18367347,-34.6023559,-58.417761899999995
550,Humahuaca 3800,Almagro,72.0,1888.88888889,-34.6023559,-58.417761899999995
551,Campichuelo 0,Caballito,51.0,26948.5294118,-34.615520200000006,-58.4334048
552,Campichuelo 0,Caballito,53.0,25112.7169811,-34.615520200000006,-58.4334048
553,Campichuelo 0,Caballito,59.0,26236.9661017,-34.615520200000006,-58.4334048
554,Campichuelo 0,Caballito,53.0,29480.1509434,-34.615520200000006,-58.4334048
555,Campichuelo 0,Caballito,76.0,20172.5,-34.615520200000006,-58.4334048
556,Araoz 900,Villa Crespo,36.0,1805.55555556,-34.596421899999996,-58.4318199
557,Araoz 900,Villa Crespo,41.0,1682.92682927,-34.596421899999996,-58.4318199
558,Araoz 900,Villa Crespo,36.0,1916.66666667,-34.596421899999996,-58.4318199
559,Araoz 900,Villa Crespo,36.0,1888.88888889,-34.596421899999996,-58.4318199
560,Araoz 900,Villa Crespo,58.0,1982.75862069,-34.596421899999996,-58.4318199
561,Araoz 900,Villa Crespo,36.0,1972.22222222,-34.596421899999996,-58.4318199
562,Araoz 900,Villa Crespo,52.0,1711.53846154,-34.596421899999996,-58.4318199
563,Araoz 900,Villa Crespo,36.0,2083.33333333,-34.596421899999996,-58.4318199
564,Avalos 1300,Parque Chas,37.0,2000.0,-34.5852609,-58.4771429
565,Avalos 1300,Parque Chas,42.0,2138.0952381,-34.5852609,-58.4771429
566,Avalos 1300,Parque Chas,44.0,2386.36363636,-34.5852609,-58.4771429
567,Avalos 1300,Parque Chas,32.0,2250.0,-34.5852609,-58.4771429
568,Avalos 1300,Parque Chas,28.0,2035.71428571,-34.5852609,-58.4771429
569,Araoz 200,Villa Crespo,40.0,2200.0,-34.6013089,-58.4395059
570,Araoz 200,Villa Crespo,135.0,2222.22222222,-34.6013089,-58.4395059
571,Araoz 200,Villa Crespo,115.0,2260.86956522,-34.6013089,-58.4395059
572,Araoz 200,Villa Crespo,135.0,2222.21481481,-34.6013089,-58.4395059
573,Araoz 200,Villa Crespo,83.0,1566.26506024,-34.6013089,-58.4395059
